"","word","sentiment","lexicon","score"
"19571","squeals","negative","bing",NA
"19572","squirm","negative","bing",NA
"19573","stab","negative","bing",NA
"19574","stability","positive","bing",NA
"19575","stabilize","positive","bing",NA
"19576","stable","positive","bing",NA
"19577","stagnant","negative","bing",NA
"19578","stagnate","negative","bing",NA
"19579","stagnation","negative","bing",NA
"19580","staid","negative","bing",NA
"19581","stain","negative","bing",NA
"19582","stainless","positive","bing",NA
"19583","stains","negative","bing",NA
"19584","stale","negative","bing",NA
"19585","stalemate","negative","bing",NA
"19586","stall","negative","bing",NA
"19587","stalls","negative","bing",NA
"19588","stammer","negative","bing",NA
"19589","stampede","negative","bing",NA
"19590","standout","positive","bing",NA
"19591","standstill","negative","bing",NA
"19592","stark","negative","bing",NA
"19593","starkly","negative","bing",NA
"19594","startle","negative","bing",NA
"19595","startling","negative","bing",NA
"19596","startlingly","negative","bing",NA
"19597","starvation","negative","bing",NA
"19598","starve","negative","bing",NA
"19599","state-of-the-art","positive","bing",NA
"19600","stately","positive","bing",NA
"19601","static","negative","bing",NA
"19602","statuesque","positive","bing",NA
"19603","staunch","positive","bing",NA
"19604","staunchly","positive","bing",NA
"19605","staunchness","positive","bing",NA
"19606","steadfast","positive","bing",NA
"19607","steadfastly","positive","bing",NA
"19608","steadfastness","positive","bing",NA
"19609","steadiest","positive","bing",NA
"19610","steadiness","positive","bing",NA
"19611","steady","positive","bing",NA
"19612","steal","negative","bing",NA
"19613","stealing","negative","bing",NA
"19614","steals","negative","bing",NA
"19615","steep","negative","bing",NA
"19616","steeply","negative","bing",NA
"19617","stellar","positive","bing",NA
"19618","stellarly","positive","bing",NA
"19619","stench","negative","bing",NA
"19620","stereotype","negative","bing",NA
"19621","stereotypical","negative","bing",NA
"19622","stereotypically","negative","bing",NA
"19623","stern","negative","bing",NA
"19624","stew","negative","bing",NA
"19625","sticky","negative","bing",NA
"19626","stiff","negative","bing",NA
"19627","stiffness","negative","bing",NA
"19628","stifle","negative","bing",NA
"19629","stifling","negative","bing",NA
"19630","stiflingly","negative","bing",NA
"19631","stigma","negative","bing",NA
"19632","stigmatize","negative","bing",NA
"19633","stimulate","positive","bing",NA
"19634","stimulates","positive","bing",NA
"19635","stimulating","positive","bing",NA
"19636","stimulative","positive","bing",NA
"19637","sting","negative","bing",NA
"19638","stinging","negative","bing",NA
"19639","stingingly","negative","bing",NA
"19640","stingy","negative","bing",NA
"19641","stink","negative","bing",NA
"19642","stinks","negative","bing",NA
"19643","stirringly","positive","bing",NA
"19644","stodgy","negative","bing",NA
"19645","stole","negative","bing",NA
"19646","stolen","negative","bing",NA
"19647","stooge","negative","bing",NA
"19648","stooges","negative","bing",NA
"19649","stormy","negative","bing",NA
"19650","straggle","negative","bing",NA
"19651","straggler","negative","bing",NA
"19652","straighten","positive","bing",NA
"19653","straightforward","positive","bing",NA
"19654","strain","negative","bing",NA
"19655","strained","negative","bing",NA
"19656","straining","negative","bing",NA
"19657","strange","negative","bing",NA
"19658","strangely","negative","bing",NA
"19659","stranger","negative","bing",NA
"19660","strangest","negative","bing",NA
"19661","strangle","negative","bing",NA
"19662","streaky","negative","bing",NA
"19663","streamlined","positive","bing",NA
"19664","strenuous","negative","bing",NA
"19665","stress","negative","bing",NA
"19666","stresses","negative","bing",NA
"19667","stressful","negative","bing",NA
"19668","stressfully","negative","bing",NA
"19669","stricken","negative","bing",NA
"19670","strict","negative","bing",NA
"19671","strictly","negative","bing",NA
"19672","strident","negative","bing",NA
"19673","stridently","negative","bing",NA
"19674","strife","negative","bing",NA
"19675","strike","negative","bing",NA
"19676","striking","positive","bing",NA
"19677","strikingly","positive","bing",NA
"19678","stringent","negative","bing",NA
"19679","stringently","negative","bing",NA
"19680","striving","positive","bing",NA
"19681","strong","positive","bing",NA
"19682","stronger","positive","bing",NA
"19683","strongest","positive","bing",NA
"19684","struck","negative","bing",NA
"19685","struggle","negative","bing",NA
"19686","struggled","negative","bing",NA
"19687","struggles","negative","bing",NA
"19688","struggling","negative","bing",NA
"19689","strut","negative","bing",NA
"19690","stubborn","negative","bing",NA
"19691","stubbornly","negative","bing",NA
"19692","stubbornness","negative","bing",NA
"19693","stuck","negative","bing",NA
"19694","stuffy","negative","bing",NA
"19695","stumble","negative","bing",NA
"19696","stumbled","negative","bing",NA
"19697","stumbles","negative","bing",NA
"19698","stump","negative","bing",NA
"19699","stumped","negative","bing",NA
"19700","stumps","negative","bing",NA
"19701","stun","negative","bing",NA
"19702","stunned","positive","bing",NA
"19703","stunning","positive","bing",NA
"19704","stunningly","positive","bing",NA
"19705","stunt","negative","bing",NA
"19706","stunted","negative","bing",NA
"19707","stupendous","positive","bing",NA
"19708","stupendously","positive","bing",NA
"19709","stupid","negative","bing",NA
"19710","stupidest","negative","bing",NA
"19711","stupidity","negative","bing",NA
"19712","stupidly","negative","bing",NA
"19713","stupified","negative","bing",NA
"19714","stupify","negative","bing",NA
"19715","stupor","negative","bing",NA
"19716","sturdier","positive","bing",NA
"19717","sturdy","positive","bing",NA
"19718","stutter","negative","bing",NA
"19719","stuttered","negative","bing",NA
"19720","stuttering","negative","bing",NA
"19721","stutters","negative","bing",NA
"19722","sty","negative","bing",NA
"19723","stylish","positive","bing",NA
"19724","stylishly","positive","bing",NA
"19725","stylized","positive","bing",NA
"19726","stymied","negative","bing",NA
"19727","suave","positive","bing",NA
"19728","suavely","positive","bing",NA
"19729","sub-par","negative","bing",NA
"19730","subdued","negative","bing",NA
"19731","subjected","negative","bing",NA
"19732","subjection","negative","bing",NA
"19733","subjugate","negative","bing",NA
"19734","subjugation","negative","bing",NA
"19735","sublime","positive","bing",NA
"19736","submissive","negative","bing",NA
"19737","subordinate","negative","bing",NA
"19738","subpoena","negative","bing",NA
"19739","subpoenas","negative","bing",NA
"19740","subservience","negative","bing",NA
"19741","subservient","negative","bing",NA
"19742","subsidize","positive","bing",NA
"19743","subsidized","positive","bing",NA
"19744","subsidizes","positive","bing",NA
"19745","subsidizing","positive","bing",NA
"19746","substandard","negative","bing",NA
"19747","substantive","positive","bing",NA
"19748","subtract","negative","bing",NA
"19749","subversion","negative","bing",NA
"19750","subversive","negative","bing",NA
"19751","subversively","negative","bing",NA
"19752","subvert","negative","bing",NA
"19753","succeed","positive","bing",NA
"19754","succeeded","positive","bing",NA
"19755","succeeding","positive","bing",NA
"19756","succeeds","positive","bing",NA
"19757","succes","positive","bing",NA
"19758","success","positive","bing",NA
"19759","successes","positive","bing",NA
"19760","successful","positive","bing",NA
"19761","successfully","positive","bing",NA
"19762","succumb","negative","bing",NA
"19763","suck","negative","bing",NA
"19764","sucked","negative","bing",NA
"19765","sucker","negative","bing",NA
"19766","sucks","negative","bing",NA
"19767","sucky","negative","bing",NA
"19768","sue","negative","bing",NA
"19769","sued","negative","bing",NA
"19770","sueing","negative","bing",NA
"19771","sues","negative","bing",NA
"19772","suffer","negative","bing",NA
"19773","suffered","negative","bing",NA
"19774","sufferer","negative","bing",NA
"19775","sufferers","negative","bing",NA
"19776","suffering","negative","bing",NA
"19777","suffers","negative","bing",NA
"19778","suffice","positive","bing",NA
"19779","sufficed","positive","bing",NA
"19780","suffices","positive","bing",NA
"19781","sufficient","positive","bing",NA
"19782","sufficiently","positive","bing",NA
"19783","suffocate","negative","bing",NA
"19784","sugar-coat","negative","bing",NA
"19785","sugar-coated","negative","bing",NA
"19786","sugarcoated","negative","bing",NA
"19787","suicidal","negative","bing",NA
"19788","suicide","negative","bing",NA
"19789","suitable","positive","bing",NA
"19790","sulk","negative","bing",NA
"19791","sullen","negative","bing",NA
"19792","sully","negative","bing",NA
"19793","sumptuous","positive","bing",NA
"19794","sumptuously","positive","bing",NA
"19795","sumptuousness","positive","bing",NA
"19796","sunder","negative","bing",NA
"19797","sunk","negative","bing",NA
"19798","sunken","negative","bing",NA
"19799","super","positive","bing",NA
"19800","superb","positive","bing",NA
"19801","superbly","positive","bing",NA
"19802","superficial","negative","bing",NA
"19803","superficiality","negative","bing",NA
"19804","superficially","negative","bing",NA
"19805","superfluous","negative","bing",NA
"19806","superior","positive","bing",NA
"19807","superiority","positive","bing",NA
"19808","superstition","negative","bing",NA
"19809","superstitious","negative","bing",NA
"19810","supple","positive","bing",NA
"19811","support","positive","bing",NA
"19812","supported","positive","bing",NA
"19813","supporter","positive","bing",NA
"19814","supporting","positive","bing",NA
"19815","supportive","positive","bing",NA
"19816","supports","positive","bing",NA
"19817","suppress","negative","bing",NA
"19818","suppression","negative","bing",NA
"19819","supremacy","positive","bing",NA
"19820","supreme","positive","bing",NA
"19821","supremely","positive","bing",NA
"19822","supurb","positive","bing",NA
"19823","supurbly","positive","bing",NA
"19824","surmount","positive","bing",NA
"19825","surpass","positive","bing",NA
"19826","surreal","positive","bing",NA
"19827","surrender","negative","bing",NA
"19828","survival","positive","bing",NA
"19829","survivor","positive","bing",NA
"19830","susceptible","negative","bing",NA
"19831","suspect","negative","bing",NA
"19832","suspicion","negative","bing",NA
"19833","suspicions","negative","bing",NA
"19834","suspicious","negative","bing",NA
"19835","suspiciously","negative","bing",NA
"19836","sustainability","positive","bing",NA
"19837","sustainable","positive","bing",NA
"19838","swagger","negative","bing",NA
"19839","swamped","negative","bing",NA
"19840","swank","positive","bing",NA
"19841","swankier","positive","bing",NA
"19842","swankiest","positive","bing",NA
"19843","swanky","positive","bing",NA
"19844","sweaty","negative","bing",NA
"19845","sweeping","positive","bing",NA
"19846","sweet","positive","bing",NA
"19847","sweeten","positive","bing",NA
"19848","sweetheart","positive","bing",NA
"19849","sweetly","positive","bing",NA
"19850","sweetness","positive","bing",NA
"19851","swelled","negative","bing",NA
"19852","swelling","negative","bing",NA
"19853","swift","positive","bing",NA
"19854","swiftness","positive","bing",NA
"19855","swindle","negative","bing",NA
"19856","swipe","negative","bing",NA
"19857","swollen","negative","bing",NA
"19858","symptom","negative","bing",NA
"19859","symptoms","negative","bing",NA
"19860","syndrome","negative","bing",NA
"19861","taboo","negative","bing",NA
"19862","tacky","negative","bing",NA
"19863","taint","negative","bing",NA
"19864","tainted","negative","bing",NA
"19865","talent","positive","bing",NA
"19866","talented","positive","bing",NA
"19867","talents","positive","bing",NA
"19868","tamper","negative","bing",NA
"19869","tangle","negative","bing",NA
"19870","tangled","negative","bing",NA
"19871","tangles","negative","bing",NA
"19872","tank","negative","bing",NA
"19873","tanked","negative","bing",NA
"19874","tanks","negative","bing",NA
"19875","tantalize","positive","bing",NA
"19876","tantalizing","positive","bing",NA
"19877","tantalizingly","positive","bing",NA
"19878","tantrum","negative","bing",NA
"19879","tardy","negative","bing",NA
"19880","tarnish","negative","bing",NA
"19881","tarnished","negative","bing",NA
"19882","tarnishes","negative","bing",NA
"19883","tarnishing","negative","bing",NA
"19884","tattered","negative","bing",NA
"19885","taunt","negative","bing",NA
"19886","taunting","negative","bing",NA
"19887","tauntingly","negative","bing",NA
"19888","taunts","negative","bing",NA
"19889","taut","negative","bing",NA
"19890","tawdry","negative","bing",NA
"19891","taxing","negative","bing",NA
"19892","tease","negative","bing",NA
"19893","teasingly","negative","bing",NA
"19894","tedious","negative","bing",NA
"19895","tediously","negative","bing",NA
"19896","temerity","negative","bing",NA
"19897","temper","negative","bing",NA
"19898","tempest","negative","bing",NA
"19899","tempt","positive","bing",NA
"19900","temptation","negative","bing",NA
"19901","tempting","positive","bing",NA
"19902","temptingly","positive","bing",NA
"19903","tenacious","positive","bing",NA
"19904","tenaciously","positive","bing",NA
"19905","tenacity","positive","bing",NA
"19906","tender","positive","bing",NA
"19907","tenderly","positive","bing",NA
"19908","tenderness","negative","bing",NA
"19909","tense","negative","bing",NA
"19910","tension","negative","bing",NA
"19911","tentative","negative","bing",NA
"19912","tentatively","negative","bing",NA
"19913","tenuous","negative","bing",NA
"19914","tenuously","negative","bing",NA
"19915","tepid","negative","bing",NA
"19916","terrible","negative","bing",NA
"19917","terribleness","negative","bing",NA
"19918","terribly","negative","bing",NA
"19919","terrific","positive","bing",NA
"19920","terrifically","positive","bing",NA
"19921","terror","negative","bing",NA
"19922","terror-genic","negative","bing",NA
"19923","terrorism","negative","bing",NA
"19924","terrorize","negative","bing",NA
"19925","testily","negative","bing",NA
"19926","testy","negative","bing",NA
"19927","tetchily","negative","bing",NA
"19928","tetchy","negative","bing",NA
"19929","thank","positive","bing",NA
"19930","thankful","positive","bing",NA
"19931","thankless","negative","bing",NA
"19932","thicker","negative","bing",NA
"19933","thinner","positive","bing",NA
"19934","thirst","negative","bing",NA
"19935","thorny","negative","bing",NA
"19936","thoughtful","positive","bing",NA
"19937","thoughtfully","positive","bing",NA
"19938","thoughtfulness","positive","bing",NA
"19939","thoughtless","negative","bing",NA
"19940","thoughtlessly","negative","bing",NA
"19941","thoughtlessness","negative","bing",NA
"19942","thrash","negative","bing",NA
"19943","threat","negative","bing",NA
"19944","threaten","negative","bing",NA
"19945","threatening","negative","bing",NA
"19946","threats","negative","bing",NA
"19947","threesome","negative","bing",NA
"19948","thrift","positive","bing",NA
"19949","thrifty","positive","bing",NA
"19950","thrill","positive","bing",NA
"19951","thrilled","positive","bing",NA
"19952","thrilling","positive","bing",NA
"19953","thrillingly","positive","bing",NA
"19954","thrills","positive","bing",NA
"19955","thrive","positive","bing",NA
"19956","thriving","positive","bing",NA
"19957","throb","negative","bing",NA
"19958","throbbed","negative","bing",NA
"19959","throbbing","negative","bing",NA
"19960","throbs","negative","bing",NA
"19961","throttle","negative","bing",NA
"19962","thug","negative","bing",NA
"19963","thumb-down","negative","bing",NA
"19964","thumb-up","positive","bing",NA
"19965","thumbs-down","negative","bing",NA
"19966","thumbs-up","positive","bing",NA
"19967","thwart","negative","bing",NA
"19968","tickle","positive","bing",NA
"19969","tidy","positive","bing",NA
"19970","time-consuming","negative","bing",NA
"19971","time-honored","positive","bing",NA
"19972","timely","positive","bing",NA
"19973","timid","negative","bing",NA
"19974","timidity","negative","bing",NA
"19975","timidly","negative","bing",NA
"19976","timidness","negative","bing",NA
"19977","tin-y","negative","bing",NA
"19978","tingle","positive","bing",NA
"19979","tingled","negative","bing",NA
"19980","tingling","negative","bing",NA
"19981","tired","negative","bing",NA
"19982","tiresome","negative","bing",NA
"19983","tiring","negative","bing",NA
"19984","tiringly","negative","bing",NA
"19985","titillate","positive","bing",NA
"19986","titillating","positive","bing",NA
"19987","titillatingly","positive","bing",NA
"19988","togetherness","positive","bing",NA
"19989","toil","negative","bing",NA
"19990","tolerable","positive","bing",NA
"19991","toll","negative","bing",NA
"19992","toll-free","positive","bing",NA
"19993","top","positive","bing",NA
"19994","top-heavy","negative","bing",NA
"19995","top-notch","positive","bing",NA
"19996","top-quality","positive","bing",NA
"19997","topnotch","positive","bing",NA
"19998","topple","negative","bing",NA
"19999","tops","positive","bing",NA
"20000","torment","negative","bing",NA
"20001","tormented","negative","bing",NA
"20002","torrent","negative","bing",NA
"20003","tortuous","negative","bing",NA
"20004","torture","negative","bing",NA
"20005","tortured","negative","bing",NA
"20006","tortures","negative","bing",NA
"20007","torturing","negative","bing",NA
"20008","torturous","negative","bing",NA
"20009","torturously","negative","bing",NA
"20010","totalitarian","negative","bing",NA
"20011","touchy","negative","bing",NA
"20012","tough","positive","bing",NA
"20013","tougher","positive","bing",NA
"20014","toughest","positive","bing",NA
"20015","toughness","negative","bing",NA
"20016","tout","negative","bing",NA
"20017","touted","negative","bing",NA
"20018","touts","negative","bing",NA
"20019","toxic","negative","bing",NA
"20020","traction","positive","bing",NA
"20021","traduce","negative","bing",NA
"20022","tragedy","negative","bing",NA
"20023","tragic","negative","bing",NA
"20024","tragically","negative","bing",NA
"20025","traitor","negative","bing",NA
"20026","traitorous","negative","bing",NA
"20027","traitorously","negative","bing",NA
"20028","tramp","negative","bing",NA
"20029","trample","negative","bing",NA
"20030","tranquil","positive","bing",NA
"20031","tranquility","positive","bing",NA
"20032","transgress","negative","bing",NA
"20033","transgression","negative","bing",NA
"20034","transparent","positive","bing",NA
"20035","trap","negative","bing",NA
"20036","traped","negative","bing",NA
"20037","trapped","negative","bing",NA
"20038","trash","negative","bing",NA
"20039","trashed","negative","bing",NA
"20040","trashy","negative","bing",NA
"20041","trauma","negative","bing",NA
"20042","traumatic","negative","bing",NA
"20043","traumatically","negative","bing",NA
"20044","traumatize","negative","bing",NA
"20045","traumatized","negative","bing",NA
"20046","travesties","negative","bing",NA
"20047","travesty","negative","bing",NA
"20048","treacherous","negative","bing",NA
"20049","treacherously","negative","bing",NA
"20050","treachery","negative","bing",NA
"20051","treason","negative","bing",NA
"20052","treasonous","negative","bing",NA
"20053","treasure","positive","bing",NA
"20054","tremendously","positive","bing",NA
"20055","trendy","positive","bing",NA
"20056","trick","negative","bing",NA
"20057","tricked","negative","bing",NA
"20058","trickery","negative","bing",NA
"20059","tricky","negative","bing",NA
"20060","triumph","positive","bing",NA
"20061","triumphal","positive","bing",NA
"20062","triumphant","positive","bing",NA
"20063","triumphantly","positive","bing",NA
"20064","trivial","negative","bing",NA
"20065","trivialize","negative","bing",NA
"20066","trivially","positive","bing",NA
"20067","trophy","positive","bing",NA
"20068","trouble","negative","bing",NA
"20069","trouble-free","positive","bing",NA
"20070","troubled","negative","bing",NA
"20071","troublemaker","negative","bing",NA
"20072","troubles","negative","bing",NA
"20073","troublesome","negative","bing",NA
"20074","troublesomely","negative","bing",NA
"20075","troubling","negative","bing",NA
"20076","troublingly","negative","bing",NA
"20077","truant","negative","bing",NA
"20078","trump","positive","bing",NA
"20079","trumpet","positive","bing",NA
"20080","trust","positive","bing",NA
"20081","trusted","positive","bing",NA
"20082","trusting","positive","bing",NA
"20083","trustingly","positive","bing",NA
"20084","trustworthiness","positive","bing",NA
"20085","trustworthy","positive","bing",NA
"20086","trusty","positive","bing",NA
"20087","truthful","positive","bing",NA
"20088","truthfully","positive","bing",NA
"20089","truthfulness","positive","bing",NA
"20090","tumble","negative","bing",NA
"20091","tumbled","negative","bing",NA
"20092","tumbles","negative","bing",NA
"20093","tumultuous","negative","bing",NA
"20094","turbulent","negative","bing",NA
"20095","turmoil","negative","bing",NA
"20096","twinkly","positive","bing",NA
"20097","twist","negative","bing",NA
"20098","twisted","negative","bing",NA
"20099","twists","negative","bing",NA
"20100","two-faced","negative","bing",NA
"20101","two-faces","negative","bing",NA
"20102","tyrannical","negative","bing",NA
"20103","tyrannically","negative","bing",NA
"20104","tyranny","negative","bing",NA
"20105","tyrant","negative","bing",NA
"20106","ugh","negative","bing",NA
"20107","uglier","negative","bing",NA
"20108","ugliest","negative","bing",NA
"20109","ugliness","negative","bing",NA
"20110","ugly","negative","bing",NA
"20111","ulterior","negative","bing",NA
"20112","ultimatum","negative","bing",NA
"20113","ultimatums","negative","bing",NA
"20114","ultra-crisp","positive","bing",NA
"20115","ultra-hardline","negative","bing",NA
"20116","un-viewable","negative","bing",NA
"20117","unabashed","positive","bing",NA
"20118","unabashedly","positive","bing",NA
"20119","unable","negative","bing",NA
"20120","unacceptable","negative","bing",NA
"20121","unacceptablely","negative","bing",NA
"20122","unacceptably","negative","bing",NA
"20123","unaccessible","negative","bing",NA
"20124","unaccustomed","negative","bing",NA
"20125","unachievable","negative","bing",NA
"20126","unaffected","positive","bing",NA
"20127","unaffordable","negative","bing",NA
"20128","unappealing","negative","bing",NA
"20129","unassailable","positive","bing",NA
"20130","unattractive","negative","bing",NA
"20131","unauthentic","negative","bing",NA
"20132","unavailable","negative","bing",NA
"20133","unavoidably","negative","bing",NA
"20134","unbearable","negative","bing",NA
"20135","unbearablely","negative","bing",NA
"20136","unbeatable","positive","bing",NA
"20137","unbelievable","negative","bing",NA
"20138","unbelievably","negative","bing",NA
"20139","unbiased","positive","bing",NA
"20140","unbound","positive","bing",NA
"20141","uncaring","negative","bing",NA
"20142","uncertain","negative","bing",NA
"20143","uncivil","negative","bing",NA
"20144","uncivilized","negative","bing",NA
"20145","unclean","negative","bing",NA
"20146","unclear","negative","bing",NA
"20147","uncollectible","negative","bing",NA
"20148","uncomfortable","negative","bing",NA
"20149","uncomfortably","negative","bing",NA
"20150","uncomfy","negative","bing",NA
"20151","uncompetitive","negative","bing",NA
"20152","uncomplicated","positive","bing",NA
"20153","uncompromising","negative","bing",NA
"20154","uncompromisingly","negative","bing",NA
"20155","unconditional","positive","bing",NA
"20156","unconfirmed","negative","bing",NA
"20157","unconstitutional","negative","bing",NA
"20158","uncontrolled","negative","bing",NA
"20159","unconvincing","negative","bing",NA
"20160","unconvincingly","negative","bing",NA
"20161","uncooperative","negative","bing",NA
"20162","uncouth","negative","bing",NA
"20163","uncreative","negative","bing",NA
"20164","undamaged","positive","bing",NA
"20165","undaunted","positive","bing",NA
"20166","undecided","negative","bing",NA
"20167","undefined","negative","bing",NA
"20168","undependability","negative","bing",NA
"20169","undependable","negative","bing",NA
"20170","undercut","negative","bing",NA
"20171","undercuts","negative","bing",NA
"20172","undercutting","negative","bing",NA
"20173","underdog","negative","bing",NA
"20174","underestimate","negative","bing",NA
"20175","underlings","negative","bing",NA
"20176","undermine","negative","bing",NA
"20177","undermined","negative","bing",NA
"20178","undermines","negative","bing",NA
"20179","undermining","negative","bing",NA
"20180","underpaid","negative","bing",NA
"20181","underpowered","negative","bing",NA
"20182","undersized","negative","bing",NA
"20183","understandable","positive","bing",NA
"20184","undesirable","negative","bing",NA
"20185","undetermined","negative","bing",NA
"20186","undid","negative","bing",NA
"20187","undignified","negative","bing",NA
"20188","undisputable","positive","bing",NA
"20189","undisputably","positive","bing",NA
"20190","undisputed","positive","bing",NA
"20191","undissolved","negative","bing",NA
"20192","undocumented","negative","bing",NA
"20193","undone","negative","bing",NA
"20194","undue","negative","bing",NA
"20195","unease","negative","bing",NA
"20196","uneasily","negative","bing",NA
"20197","uneasiness","negative","bing",NA
"20198","uneasy","negative","bing",NA
"20199","uneconomical","negative","bing",NA
"20200","unemployed","negative","bing",NA
"20201","unencumbered","positive","bing",NA
"20202","unequal","negative","bing",NA
"20203","unequivocal","positive","bing",NA
"20204","unequivocally","positive","bing",NA
"20205","unethical","negative","bing",NA
"20206","uneven","negative","bing",NA
"20207","uneventful","negative","bing",NA
"20208","unexpected","negative","bing",NA
"20209","unexpectedly","negative","bing",NA
"20210","unexplained","negative","bing",NA
"20211","unfairly","negative","bing",NA
"20212","unfaithful","negative","bing",NA
"20213","unfaithfully","negative","bing",NA
"20214","unfamiliar","negative","bing",NA
"20215","unfavorable","negative","bing",NA
"20216","unfazed","positive","bing",NA
"20217","unfeeling","negative","bing",NA
"20218","unfettered","positive","bing",NA
"20219","unfinished","negative","bing",NA
"20220","unfit","negative","bing",NA
"20221","unforeseen","negative","bing",NA
"20222","unforgettable","positive","bing",NA
"20223","unforgiving","negative","bing",NA
"20224","unfortunate","negative","bing",NA
"20225","unfortunately","negative","bing",NA
"20226","unfounded","negative","bing",NA
"20227","unfriendly","negative","bing",NA
"20228","unfulfilled","negative","bing",NA
"20229","unfunded","negative","bing",NA
"20230","ungovernable","negative","bing",NA
"20231","ungrateful","negative","bing",NA
"20232","unhappily","negative","bing",NA
"20233","unhappiness","negative","bing",NA
"20234","unhappy","negative","bing",NA
"20235","unhealthy","negative","bing",NA
"20236","unhelpful","negative","bing",NA
"20237","unilateralism","negative","bing",NA
"20238","unimaginable","negative","bing",NA
"20239","unimaginably","negative","bing",NA
"20240","unimportant","negative","bing",NA
"20241","uninformed","negative","bing",NA
"20242","uninsured","negative","bing",NA
"20243","unintelligible","negative","bing",NA
"20244","unintelligile","negative","bing",NA
"20245","unipolar","negative","bing",NA
"20246","unity","positive","bing",NA
"20247","unjust","negative","bing",NA
"20248","unjustifiable","negative","bing",NA
"20249","unjustifiably","negative","bing",NA
"20250","unjustified","negative","bing",NA
"20251","unjustly","negative","bing",NA
"20252","unkind","negative","bing",NA
"20253","unkindly","negative","bing",NA
"20254","unknown","negative","bing",NA
"20255","unlamentable","negative","bing",NA
"20256","unlamentably","negative","bing",NA
"20257","unlawful","negative","bing",NA
"20258","unlawfully","negative","bing",NA
"20259","unlawfulness","negative","bing",NA
"20260","unleash","negative","bing",NA
"20261","unlicensed","negative","bing",NA
"20262","unlikely","negative","bing",NA
"20263","unlimited","positive","bing",NA
"20264","unlucky","negative","bing",NA
"20265","unmatched","positive","bing",NA
"20266","unmoved","negative","bing",NA
"20267","unnatural","negative","bing",NA
"20268","unnaturally","negative","bing",NA
"20269","unnecessary","negative","bing",NA
"20270","unneeded","negative","bing",NA
"20271","unnerve","negative","bing",NA
"20272","unnerved","negative","bing",NA
"20273","unnerving","negative","bing",NA
"20274","unnervingly","negative","bing",NA
"20275","unnoticed","negative","bing",NA
"20276","unobserved","negative","bing",NA
"20277","unorthodox","negative","bing",NA
"20278","unorthodoxy","negative","bing",NA
"20279","unparalleled","positive","bing",NA
"20280","unpleasant","negative","bing",NA
"20281","unpleasantries","negative","bing",NA
"20282","unpopular","negative","bing",NA
"20283","unpredictable","negative","bing",NA
"20284","unprepared","negative","bing",NA
"20285","unproductive","negative","bing",NA
"20286","unprofitable","negative","bing",NA
"20287","unprove","negative","bing",NA
"20288","unproved","negative","bing",NA
"20289","unproven","negative","bing",NA
"20290","unproves","negative","bing",NA
"20291","unproving","negative","bing",NA
"20292","unqualified","negative","bing",NA
"20293","unquestionable","positive","bing",NA
"20294","unquestionably","positive","bing",NA
"20295","unravel","negative","bing",NA
"20296","unraveled","negative","bing",NA
"20297","unreachable","negative","bing",NA
"20298","unreadable","negative","bing",NA
"20299","unreal","positive","bing",NA
"20300","unrealistic","negative","bing",NA
"20301","unreasonable","negative","bing",NA
"20302","unreasonably","negative","bing",NA
"20303","unrelenting","negative","bing",NA
"20304","unrelentingly","negative","bing",NA
"20305","unreliability","negative","bing",NA
"20306","unreliable","negative","bing",NA
"20307","unresolved","negative","bing",NA
"20308","unresponsive","negative","bing",NA
"20309","unrest","negative","bing",NA
"20310","unrestricted","positive","bing",NA
"20311","unrivaled","positive","bing",NA
"20312","unruly","negative","bing",NA
"20313","unsafe","negative","bing",NA
"20314","unsatisfactory","negative","bing",NA
"20315","unsavory","negative","bing",NA
"20316","unscrupulous","negative","bing",NA
"20317","unscrupulously","negative","bing",NA
"20318","unsecure","negative","bing",NA
"20319","unseemly","negative","bing",NA
"20320","unselfish","positive","bing",NA
"20321","unsettle","negative","bing",NA
"20322","unsettled","negative","bing",NA
"20323","unsettling","negative","bing",NA
"20324","unsettlingly","negative","bing",NA
"20325","unskilled","negative","bing",NA
"20326","unsophisticated","negative","bing",NA
"20327","unsound","negative","bing",NA
"20328","unspeakable","negative","bing",NA
"20329","unspeakablely","negative","bing",NA
"20330","unspecified","negative","bing",NA
"20331","unstable","negative","bing",NA
"20332","unsteadily","negative","bing",NA
"20333","unsteadiness","negative","bing",NA
"20334","unsteady","negative","bing",NA
"20335","unsuccessful","negative","bing",NA
"20336","unsuccessfully","negative","bing",NA
"20337","unsupported","negative","bing",NA
"20338","unsupportive","negative","bing",NA
"20339","unsure","negative","bing",NA
"20340","unsuspecting","negative","bing",NA
"20341","unsustainable","negative","bing",NA
"20342","untenable","negative","bing",NA
"20343","untested","negative","bing",NA
"20344","unthinkable","negative","bing",NA
"20345","unthinkably","negative","bing",NA
"20346","untimely","negative","bing",NA
"20347","untouched","negative","bing",NA
"20348","untrue","negative","bing",NA
"20349","untrustworthy","negative","bing",NA
"20350","untruthful","negative","bing",NA
"20351","unusable","negative","bing",NA
"20352","unusably","negative","bing",NA
"20353","unuseable","negative","bing",NA
"20354","unuseably","negative","bing",NA
"20355","unusual","negative","bing",NA
"20356","unusually","negative","bing",NA
"20357","unviewable","negative","bing",NA
"20358","unwanted","negative","bing",NA
"20359","unwarranted","negative","bing",NA
"20360","unwatchable","negative","bing",NA
"20361","unwavering","positive","bing",NA
"20362","unwelcome","negative","bing",NA
"20363","unwell","negative","bing",NA
