slnum,sent,label
757," ""We're early in that project and most of our all-digital initiative will take place in 2018, but we're on schedule.",0
758," ""We're energized by the significant promise of our innovative portfolio.",1
759," ""We're excited about the progress of our digital strategy with the deployment of our JobStack mobile app at PeopleReady and the introduction of Affinix at PeopleScout.",0
760," ""We're excited to be partnering with both Adobe and UNFI, and we'll continue seeking out best-in-class partnerships with industry leaders to accelerate innovation and provide engaging new experiences for our customers across all channels.",1
761," ""We're executing our digital strategy and growing our seamless coverage area, which now reaches more than 80% of our customers, up from 75% in the first quarter.",0
762," ""We're extremely pleased with the feedback so far, including how the technology works and the level of radiation reduction it can help provide.",1
763," ""We're finding innovative ways for our customers to do business faster, when and how they want to do it.",1
764," ""We're focused on delivering truly innovation -- innovative medicines to address the most pressing areas of unmet clinical need.",1
765," ""We're focusing our investments on creating more Color pages through affordable, office color printing and more advanced digital production printing.",0
766," ""We're getting great traction with the findings, and our data was recently featured in the analysis underlying ph the White House's new ready to work initiative launch.",1
767," ""We're going to spend a concentrated effort with our customers over the next several months during the technical baseline review process that I described earlier, looking at the overall software program, examining stability, quality, complexity, productivity, and we'll make adjustments accordingly appropriate because getting the right software on the program that demonstrates full mission capability is absolutely critical as a component of the SDD phase.",1
768," ""We're hopeful that in answer to this petition or some other form of clarification will give us enough direction to begin using our technology in the near future.",1
769," ""We're improving the creativity and effectiveness of our advertising, which supports our innovation.",1
770," ""We're in a strong position to grow our business organically and externally, but we'll remain disciplined in business development opportunities.",0
771," ""We're increasing our investment in digital and social media tools to drive greater guest engagement.",1
772," ""We're innovating, leading the way for our industry.""",1
773," ""We're investing in technology to improve operations and efficiency and to develop competitively advantaged products.",1
774," ""We're investing to make it easy for customers to learn about and enjoy the latest technology as they pursue their passions and take care of what is important to them in their lives.",1
775," ""We're leveraging our development expertise to grow the portfolio with projects like the redevelopment of the Kailua Macy's building into the Lau Hala Shops and renovation of the Pearl Highlands Center food court that we discussed last quarter.",0
776," ""We're maintaining investments necessary to support our brands and product innovations.",1
777," ""We're making great progress with the innovation and market development portfolio, and I'm committed to accelerating investment in and emphasis on these efforts because I believe it is the key to Eastman's long- term success.",1
778," ""We're making the right investments as we continue to look ahead to what the future will bring to digital government services.""",0
779," ""We're navigating a tremendous downturn at the moment, but I want to take the time to review these differentiated technologies that are aimed at driving increases in our productions -- our clients' production and recovery and lowering their lease operating expenses.",1
780," ""We're now enrolling 2 of the 4 studies included in the broad VX-661 plus ivacaftor pivotal Phase III development program, and the third study will start in early May.",1
781," ""We're now working on similar pilot products for top drives and mud pump failures, and we believe there is a tremendous market for conditions-based predictive monitoring of equipment across the industry.",1
782," ""We're on track to submit INDs for 2 additional programs during 2014, including SGN-CD70A, an ADC targeted to CD70 that utilizes the same PBD-based ADC technology as SGN-CD33A.",1
783," ""We're pleased with our progress to date as we continue to focus on building a multinational biotech company in the field of CNS drug development.",1
784," ""We're pleased with the support we receive from our lenders, and believe the relatively small reduction in borrowing base speaks highly to the quality of our Delaware Basin assets and our team's ability to cost- efficiently develop them.",0
785," ""We're progressing initiatives to expand our program development model to 2 additional fields.",0
786," ""We're proud to provide an efficient, common and recognized combined brand across all banking locations and technology platforms next year.""",1
787," ""We're proud to report that all of our customer- and contributor-facing websites operated without interruption, a great testament to our technology team and the contingency planning that has been completed over the last couple of years.",1
788," ""We're seeing a lot of activity in biotech and in the secondary manufacturing.",1
789," ""We're seeing Brazil continue to improve and expect that construction equipment sales in the developing world in general will be a little better in '13 than 2012.""",1
790," ""We're still able to innovate to improve well performance.",1
791," ""We're still developing a long-term integration plan that we believe should help us get the absolute most out of our respective platforms, partners and people.""",1
792," ""We're still expecting 2019 non-GAAP adjusted technology revenue to be stable year-over-year.",1
793," ""We're still in the process of developing our 2016 operating plan, so as usual, the formal ASM guidance for 2016 will come when we report fourth quarter 2014 (sic)  2015 earnings.",1
794," ""We're strategically focused on innovative products and solutions that deliver a differentiated value to our customers.",1
795," ""We're very excited about our first global product and marketing launch for Merrell in several years, a fully integrated launch utilizing social media, print, digital, PR events and compelling in-store presentations.",1
796," ""We're very excited about the new store operating system currently being developed by our IT team, which will be a vast improvement from our current system.",1
797," ""We're very excited about this as it improves our already strong liquidity position and further solidifies STR's reputation for its distinctive technical expertise and the technological advantages that our products provide.""",1
798," ""We're very focused on doing everything we can to position Blackbaud to gain share in what we see as a $16.5 billion global market opportunity for delivering technology solutions to the nonprofit industry.",1
799," ""We're very obviously expanding our technology and analytics capabilities and scale to the benefit of the company's overall growth profile, but we're also making concerted, sustaining investments in our marketplaces to ensure we continue our strong competitive position in our respective geographic and product areas.",1
800," ""We're well positioned to address the challenges in our industry and deliver affordable, innovative solutions that meet the needs of our customers while also creating value for our shareholders.""",1
801," ""We're working closely with our content partners and multiple third-party processors to certify new transactions to meet the full range of prepaid functionality being requested by our new digital distribution partners.",1
802," ""We're working now to identify how many 10,000-foot laterals wells we'll be able to drill in our acreage, and we will certainly look forward to start to incorporate these in our future development plans.",0
803," ""We're working to improve our business in Japan through broadening our base of wholesale accounts, specifically entering the family footwear channel and working with our key partners there to develop strong product marketing messages in the market.",1
804," ""We're working with major ad agencies and advertisers and have results which indicate the advertising technology is valuable.",1
805," ""We've added young people to the team as well, and we believe that we are on solid footing to execute on our major strategies there, ranging from advancing our specialty business to our Practice Management Software business, and of course most importantly, to advancing the digitalization of prosthetics on a global basis.",0
806," ""We've also been testing some new-completion-techniques, incorporating increased profit concentrations, and have recently completed 13 wells with approximately 2,000 pounds per foot of proppant, about a 25% increase relative to our standard completion.""",1
807," ""We've also developed 2 new-innovative park concepts, Kids World and adventure park in addition to our theme park and water park brands.",1
808," ""We've also developed innovative contracts with several key Licensed Home Care Services Agencies or LHCSAs to drive additional MLTC members.",1
809," ""We've also established important collaborations along the way that continued to enhance the technology and expand its applications in broader and broader ways.",1
810," ""We've also had a win in visualization and visualization design work for the research group in the Tier 1 global iBank.",0
811," ""We've also said that combining an IP optical network with CDN technology is a tremendous advantage in meeting this demand.""",1
812," ""We've also streamlined various satellite technology operations where we thought we had too many small offices, and we brought things together into a much more manageable structure.",1
813," ""We've always believed in and practiced responsible capital stewardship, prioritizing capital efficiency, investing in the technologies that deliver differentiation and returns and generating strong cash flow.",1
814," ""We've become a team of people who don't know what can't be done, a team of people who don't work for a company but rather a cause, a team of people who are defined by our values and beliefs, those things we live for, we'd fight for and die for, a team of people who believe in leadership versus followship, innovation versus duplication and are driven and determined to define next practices versus best practices.",1
815," ""We've been accelerating our investments in digital capabilities as customers are increasingly buying over the web, are becoming much more price-conscious.",1
816," ""We've been at this a long time and have developed a set of core technologies that are relevant to many of the problems our customers are working to solve.",1
817," ""We've been devoting our time to the design, the development and the bidding of all of the work for our Cotai resort, and we have concluded that we will increase the scope and the complexity of our entertainment offerings and make several upgrades to key consumer experiences.",0
818," ""We've begun to use that gold mine of data and marry it with sophisticated direct marketing techniques to personalize recommendations for customers across our channels of business.",0
819," ""We've brought the company back to its core brokerage roots, embraced our digital spirit and have become more nimble.""",0
820," ""We've continued and expanded the relationship since and are incorporating GameSpy technology in many of our H-2 releases.",1
821," ""We've continued investments in our key priorities, including artificial intelligence, autonomous driving and Moore's Law, while at the same time capturing benefits of our previously announced restructuring program and significant leverage from strong top line growth.",1
822," ""We've demonstrated consistent growth following our three-pronged approach: Investments in new-product-development; sales and marketing activities; and the proven acquisition program.",1
823," ""We've developed a strategy that we believe is going to be competitive in that market space, and we're already starting to see some traction as it relates to new RFPs or quotes in that sector.",1
824," ""We've developed great bench strength and a cadre of executives who can assume greater responsibilities without missing a beat.""",0
825," ""We've done an extensive analysis of ECG data collected in triplicate on patients that are on long-term clinical trials as well as the placebo-controlled portion of these trials and very satisfied with the output of that analysis.""",1
826," ""We've got a rig on our Holstein platform that's drilling development wells and as of this morning, we just drilled our second.",1
827," ""We've got the Helix Producer well along on being ready for a deployment on the Phoenix Field, we've got the Chiras ph sitting down in Southeast Asia waiting to be develop as an FPSO ph and we got the exciting news of the Independence Hub just coming on.""",0
828," ""We've had people that are analysts write things about us only spending $50 million in growth CapEx, going out into the future with 1% perpetual growth rates, and it's just silliness.",0
829," ""We've included a new diagram of our revolving tank-style development design on Slide 8 in our July 2017 investor presentation.",1
830," ""We've invested in branded digital programs to drive increased brand awareness and broaden household penetration, a recent example in our Celestial Seasonings tea business, where we made a significant investment in a strong 360-degree digital consumer campaign, The Magic of Tea campaign, started last fall, which reached approximately 46 million consumers and garnered 352 million impressions.",1
831," ""We've invested in these technologies since the company was founded almost 30 years ago, and we're now starting to see more significant growth as a result of this investment.",1
832," ""We've just launched Special K Nourish Bars in this channel and have more innovation planned for later in the year.",1
833," ""We've learned that digital advertising can be much more targeted and much less expensive.",0
834," ""We've made excellent progress by focusing on Power Brands, high-growth categories and fast-growing markets, driving savings through end-to-end cost management and using those savings to expand margins and reinvest in brand building and innovation.""",1
835," ""We've made headway this past year in a variety of segments like baseband, automotive, digital TV and power management ICs.",0
836," ""We've significantly increased our investment in digital to meet our client needs, and this has helped us to create a more efficient branch network and staffing model.",1
837," ""We've spoken of research indicating that 1 in 15 opioid naïve patients become addicted from their exposure to opioids during surgery.",0
838," ""We've talked about these at the outset, the five basic levers, being same-store sales growth, operating leverage at the drive- in level, return on our capital, the ascending royalty rate that we have in place in our license agreements and then also development.",1
839," ""We've turned our primary research towards developing an engineered Fc region recombinant product candidate and this approach is giving us an opportunity to more carefully design a product candidate to target specific biologic effects that we have observed as well as to give us the opportunity to take advantage of recombinant product.",1
840," ""We've worked diligently on both the development and commercialization on AmpliVue assays, and we expect 2014 to be a big year for this product line.",1
841," ""What I mean by that is we are creating a networked community of users, from police officers on the front lines to management within their agencies, to third parties in the criminal justice system like prosecutors, cities' attorneys or various federal or state agencies, bringing them all together under one unified platform encompassing video capture, Smart Weapons and general digital evidence management.",1
842," ""What's most exciting about this developing market is where less than 1% of the $3 billion in advertising spend goes towards the targeting marketing like the services Acxiom provides.",0
843," ""When a country acquires weapon systems from The United States like an F-35, this provides significant opportunity for Kratos' unmanned aerial target drone business as the F-35 is that highest technology fighter flying today, which is designed to defeat the leading threats of the United States potential adversaries and Kratos' target drones represent these potential adversarial threats.",1
844," ""When it comes to analyzing our fourth quarter results, we see once again we're affected by the deferral of our lowest cost volumes at the Buchanan mine.",0
845," ""Whether that is fueling the world's 450 nuclear reactors to provide clean, reliable power today or developing a fuel and manufacturing infrastructure for the next generation of reactors, Centrus is well positioned to support the growth of this vital energy source at a time when the world needs it more than ever.""",0
846," ""While CUBOGAS USA is expected to be a de minimis contributor to financial results in the near term, this launch affirms Fuel Systems' commitment to serving fleet customers leverages the Dresser/CUBOGAS acquisition and is strategically important for the long-term development of the US gaseous fuels market.",1
847," ""While it is still too soon to quantify the impact, I can tell you we expect to generate hundreds of millions in digital revenues in '07.",0
848," ""While the automotive business in Wire Harness Design, Embedded software and Networking is very strong in Europe and Japan, it doesn't make -- yet makeup for all the weakness in big digital EDA design in these 2 regions.",0
849," ""While the pace of our customers' transition to next-generation video processing technology has slowed our near-term financial growth agenda, we see ourselves exiting this lull as better positioned than we've ever been to deliver on our promised and targeted operating goals.""",1
850," ""While the YUPELRI Phase III Program was not designed or powered to achieve statistical significance on differences in COPD exacerbation rates, these additional analyses of the data have been used to identify trends that may warrant further research as COPD exacerbations have a damaging impact on patients' overall health, long-term disease status and quality of life and significant cost to the health care system.",1
851," ""While this is potentially a positive development for our business, ultimately, we will not know, with certainty, until the budget for the government's fiscal year 2013 is finalized.",0
852," ""While this is significantly complex in terms of its absolute calculation, the calculations dependent upon things like the value of the stock and the enterprise on any ownership change, my research suggests that under any reasonable scenario given the company's current valuation, these tax attributes should be materially available to an acquirer.""",1
853," ""While this won't be a significant driver of loan growth in the context of the overall company, it is a reflection of our strong partnership capabilities and the trend towards purpose- based, point-of-sale digital financing.",1
854," ""While we already have extraordinary digital momentum, we're still in the early stages of this transformation.",0
855," ""While we continue this research and leverage other benefits of choline, we believe the RDI and European Food Safety Authority first-ever intake recommendations for choline, along with the continued building of consumer awareness of this essential nutrient, will drive with the inclusion of VitaCholine, Balchem's premiere brand of choline, in supplementation and food fortification applications.",1
856," ""While we have continued to work in HIV medicines, we've expanded our research to other infectious diseases.",0
857," ""While we're in the very early stages of developing products to address the market opportunity, we are excited about the growth that EEM can provide.",1
858," ""With Actable, we're able to launch interactive experiences from print to various digital media channels seamlessly and in realtime and then measure the results.",1
859," ""With analysis, decision-making and data management software designed specifically for managing Big Analog Data, engineers and scientists can distribute intelligence from the source of the measurement, often referred to as the edge, to the enterprise level, whether that's in the cloud or on premise.",1
860," ""With increased product innovation and media investment on key brands like YOP, Perle de Lait and Petits Filous, we've added almost a full share point year-to-date.",1
861," ""With Isilon, HMS has dramatically simplified its storage infrastructure to increase application performance, decreased cost and accelerate it's leading edge biomedical research.",1
862," ""With partners like Flex, we're expanding into more styles with advanced automation in the build and adhesion processes, localizing sourcing for quicker material lead time and reducing waste through advanced knitting and higher-precision cutting technologies.",1
863," ""With quality, scientific and technical expertise, that is unmatched in our industry, we are developing deep insights into what our customers' need and are developing unique solutions for them.",1
864," ""With regard to the test and development, I'll share a few highlights from a selection of the 14 tests in active development today.",1
865," ""With strong financial results, increasing customer demand and an expanding set of innovative, market-leading solutions, we're well positioned for continued future growth in the years ahead.""",1
866," ""With Sun's Gigabit Ethernet technology, also known as Project Neptune; and Magnum, the 3456 port InfiniBand switch that we recently introduced at the core of our new high performance Sun Constellation System, you can see the leverage of our talent pool and technology, enabling entry into adjacent markets.",1
867," ""With that robust cash flow, we're very proud to report that we continued to deploy capital in accordance with our strategy, utilizing $23 million for growing our business through developing cemetery property and constructing new funeral home locations.",0
868," ""With the integration of innovative services, such as Visage Mobile or Replicon, we're providing a platform to expand the range of expenses our customers and their partners and suppliers can effectively manage.",1
869," ""With the Phase III and long-term safety data now in hand, the venture's commercial team continue to advance their brand and launch planning activities and have recently updated their market research work with physicians, patients and payers.",1
870," ""With the promise to provide innovative and robust products and improved responsiveness taking room, we will continue to develop our Midwest channel and we'll begin expanding our indirect channel into other regions throughout 2017.",1
871," ""Year-to-date, our research and development investment is up 22% over prior year, and we're on pace to invest about $17 million in research and development this year.",0
872," ""You can see on the left we've taken the first steps to roll out in nine of our 11 European markets, including Belgium and Germany, and can technically reach over 12 million homes today with 100-megabit broadband speeds or better.",0
873," ""You'll see this tagline on digital media, social media, e-mail as well as in-store merchandising.""",0
874," '<strong>Jeff Luber</strong> We do know, in the warning letter they sent us, that they indicated that the PreGen-Plus assay was a test that was designed and developed by EXACT Sciences, and that’s a concept we want to explore with them further to see if that gives us latitude to launch it ourselves.'",1
875," '<strong>Thomas J. Tiernan</strong> Our whole goal is to take this horizontal capable technology and by further investing in it, extend its reach and expand the capabilities of that as we address new-opportunities in the future.",1
876, '2 of the 4 leading logic foundries have given us 18 LSA basic system orders which can be configured based on a technology node they select.,1
877," '2 weeks ago, the European regulators certified the improvement package we developed for the carbon seal issue.",1
878, '2/3 of the reserve adds were developed as we booked 1 PUD per PDP in the Eagle Ford.,0
879," '2006 was also a strong year for industry recognition, as Avenue A ¦ Razorfish was honored with numerous awards, including nine Webby Awards, and was again named by AdAge as the largest interactive agency in the U.S. Just last week, Amnesia was named Australia’s digital agency of the year.",0
880," '2007 GAAP earnings were negatively impacted by the write-off of $590 million of acquired in-process research and development related to our previously announced acquisition of Alantos and Ilypsa as well as $739 million of charges, primarily related to asset impairments, accelerated depreciation, staff separation costs and accruals for losses on our leased facilities in connection with restructuring.",1
881," '2016 first quarter GAAP results include special items totaling $0.02 per share, which includes regulatory charges primarily related to economic development and energy efficiency programs associated with the Ohio ESP commitments, offset by mark- to-market gains on commodity contracts.'",0
882, '2016 litigation and licensing expenses decreased $11.5 million or 29% due primarily to a net decrease in litigation support and third-party technical consulting expenses associated with patent trials and ongoing licensing and enforcement program.,1
883," '2017 has been a highly active year to date for the company with the most notable accomplishments being the establishment of a planned development path for selinexor in diffuse large B-cell lymphoma, our second lead indication after multiple myeloma.",0
884, '2018 saw $1.5 million less capitalizable internal labor due to many of our internally developed systems reaching a maintenance phase in 2018 from the development phases where internal labor was capitalized in previous years.,1
885," '2K Play announced that our Cat Daddy Games studio, the team behind our 4 million unit selling Carnival Games franchise is developing two new family entertainment products.",0
886," 'A $3 million increase in sales and marketing cost includes a $2 million incremental investment in digital marketing, which drove DTC unit growth of 17% versus prior year.",0
887," 'A 50-inch plasma HDTV, a 37-inch LCD, and a 32-inch LCD all incorporating our latest technology designed to develop sharper images and leading-edge functionality.",1
888, 'A benefit of our efficient drug discovery and development strategy is that we can move many drugs forward while prudently managing our expenses.,1
889," 'A combination of technology and operating processes, including how we deploy our people, are key elements of this strategy.",1
890," 'A Cornerstone partner can rapidly develop an application to manage corporate health and wellness using app builder, and clients can quickly select, configure and deploy solutions built on The Edge Platform by third-party software companies through the Cornerstone Marketplace.",1
891, 'A few highlights since we last reported include: Double-digit top and bottom line growth on an adjusted basis; a positive opinion from CHMP recommending market authorization of Vyxeos; acceptance of our sNDA for Xyrem for pediatric narcolepsy patients with priority review and an October 27 PDUFA date; settlement with 2 additional Xyrem ANDA filers leaving only one remaining ANDA filer in our Xyrem patent litigation; announcement of a collaboration with MD Anderson Cancer Center to evaluate potential treatment options for hematological malignancies with an initial focus on Vyxeos; the grant of a new-technology add-on payment by CMS for Vyxeos; execution of an agreement to sell our rights related to Prialt and presentation of key results at SLEEP 2018 regarding the long-term efficacy and safety of solriamfetol for adult patients with narcolepsy or obstructive sleep apnea and Xyrem for pediatric patients with narcolepsy.,1
892, 'A few other deals that highlight the strength of our technology as a key differentiator include the 185- megawatt 10-year contract that we signed with PacifiCorp for agricultural demand response focused initially on their Rocky Mountain power system in Idaho and Utah.,1
893," 'A few weeks ago, a large team of digital natives joined our New York headquarters focused on 3 work streams.",0
894," 'A great brand is a living business asset, it understands their customer, delivers great products, knows how to get their message across, has strong awareness, is consistent, innovative and it delivers.",1
895," 'A host of new partners around the globe have been engaged in product-development and certification efforts with the new chipsets, and our expanded distribution channels are delivering.",1
896," 'A key strategic focus going forward is growing our nonportfolio business by developing affinity relationships, with the goal of having nonportfolio volumes comprise a meaningful percentage of our overall origination volume.",0
897," 'A little award but I think a big one for the future in Macedonia, a Nationwide Network, they are now using our Canopy technology, which is the bidding of what we are going to see with 4G.",1
898," 'A lot of good customers, so we expect that type of technology to contribute to our revenue as we look in 2011 and beyond.",1
899," 'A major swing factor for Q3, as we discussed when we provided guidance the last call, was signing patent license renewals.",0
900, 'A pet technology company recently announced the relocation of their headquarters from Silicon Valley to Kansas City.',1
901," 'A proven leader with a CEO track record, John has more than two decades of success in delivering digital and business transformation in information services, business services, software and publishing for large companies, including Dun & Bradstreet and LexisNexis.'",0
902, 'A revival of coast-wise demand for transport of crude oil in United States would be a favorable development for our business and bears watching.,0
903, 'A separate analysis of 11 branded food companies showed their aggregate unit volume down 3.2% with pricing up 6.2% for the same 12-week period.,0
904, 'A simplified core aligned with the business requirements establishes a strategic foundation for digital transformation across the company.,0
905," 'A smaller minority will consist of a select few wholly owned and internally developed new intellectual properties for which we have planned conservatively, but if successful, will provide a high return on investment for the near and long term.",0
906, 'A Towers Watson analysis found that 75% of the company that suspended their match in 2009 had reinstated the match by the end of 2011.,0
907, 'A Winnebago fifth-wheel will also be developed.',0
908," 'Abaxis is a leading manufacturer of point-of-care blood, instrumentation and consumables to the veterinary market as well as to medical and research customers.",1
909," 'Accelerating development with more parallel programs and innovative trial designs, tailoring its development approaches to serious and orphan diseases, simplifying its capital allocation decision-making and enhancing strategic partnership opportunities through a more focused strategy.",1
910, 'Access lines showed the effect of technology substitution and competitors in our territory.,1
911," 'According to analysts, AI-associated storage will grow 78% a year to $6 billion by 2020.",0
912," 'Accordingly, we are beginning to increase our selling and technical resources in these regions to participate in this future growth.",0
913," 'Achieving this prestigious award is a result of several critical factors, developing quality products, bringing forward innovative new offerings and providing express supply chain management to react to the changing conditions and demand.",1
914, 'Acquisitions continue to be important to the development of our vertical businesses over the long term.,0
915," 'Across every market and every industry, we are moving from the information age to the digital age, and the pace of change is only accelerating.",0
916," 'Across the company, we continue to capture development opportunities that are incremental to our base plan and look forward to providing you new projections early next year.'",0
917," 'Actian, a leader in big data analytics for CPQ and Litmos Mobile Learning.",1
918," 'Actual results may differ materially, there can be no assurance of the stable economic environments, there are generational transition to digital mediate will favor the company or that seasonal strength and the consumer based purchasing cycles will materialized.",0
919, 'Adam led our strategic development and M&A group since 2011 and did an outstanding job in that role.,0
920, 'Additional key areas of focus to improve our cost structure includes investments in technology and system to ultimately reduce costs through improvements in operational efficiency.,1
921, 'Additional projects ranging from quality through online analysis are planned to be deployed globally and 5 additional pilot locations have been identified for 2011.,0
922," 'Additionally, European regulatory authorities have mandated the mercury-based chlorine production must shut down or convert to another technology by the end of this year, which led to capacity reductions in the region.'",1
923," 'Additionally, even more immediate is the new comprehensive Clean Air Action Plan being developed by the Ports of Los Angeles and Long Beach to improve the air quality in one of the busiest port systems in the country.",1
924," 'Additionally, in this segment, we have successfully launched new-products this year and have more in development, which we hope to introduce starting in early fiscal year 2011.",1
925," 'Additionally, our knowhow and trade secrets are a significant element to our technological success and achievements.",1
926," 'Additionally, our sustained commitment to innovation continues to produce marketable intellectual property and create significant value for our customers.",1
927," 'Additionally, the ACR2 provides dynamic driving support, which has been developed to keep the driver in a more stable position during the seat during highly dynamic situations and during rapid deceleration.",0
928," 'Additionally, the key to success in ID Solutions hinges on consistently exceeding the expectations of our customers by providing an unrivaled experience, supported by strong industry expertise, excellent relationships with our distribution partners, critical interactions with OEM and a steady stream of innovative new-products that our customers value.",1
929," 'Additionally, three of the four largest merchant market chip suppliers in the cellular segment use our technology.",1
930," 'Additionally, through increased use of robotics and other innovative tools, we intend to lower our cost.",1
931," 'Additionally, we are able to participate in new-opportunities for born-in-the-cloud application and the uptake of advanced analytics, artificial intelligence and machine learning on the hyperscalers.",1
932," 'Additionally, we continue to allocate significant time and resources to identifying PML risk factors and in developing ways to stratify, mitigate and manage the risk.",0
933," 'Additionally, we continue to develop our team of key opinion leaders and leverage their expertise to build out our surgeon education program.",0
934," 'Additionally, we expect our 2D NAND technology to have a long tail as we will continue to utilize it for certain markets.",1
935," 'Additionally, we expect to continue to benefit from our robust TA product position as we are relatively early in the broader commercialization cycle of our Discovery line of thermal analyzers and growing line of accessories.",0
936," 'Additionally, we have substantially eliminated our development expenditures for this category.",0
937," 'Additionally, we held our annual Go Global leadership event in Baltimore in February, and that was completely sold out and provided great opportunity for coaches that are director and above ranks to come together and further develop their business and leadership skills.",0
938," 'Additionally, we made advancements in the U.S. on our key priorities to build digital relationships with customers, scale the assortment and expand online grocery.",1
939," 'Additionally, we recorded a $1.8 million gain on the sale of real estate development rights.'",0
940," 'Additionally, we’ve developed special advertising opportunities aimed at large national companies that are headquartered in our market that have not advertised on local television.",0
941," 'Adjusted company development margin is expected to be between 20% and 21%, led by North America, with adjusted development margin of 22% to 23%.'",0
942," 'Adjusted EBITDA margin of 30.1% was down slightly from the prior year period, 31.3% due to ongoing investments in the WoodMac 2.0 initiative and our chemicals, subsurface, power and renewables and analytics breakout initiatives that increased headcount and associated compensation expense.",1
943," 'Adjusted EBITDA margin was 27%, slightly lower than the first quarter due mostly to the mix shift towards delivery and, to a lesser extent, our previously noted investments in marketing and technology.'",1
944, 'Adjusted income excludes separation-related costs such as professional fees and the noncash impairment of 2 of our California development properties.,0
945," 'Adjusted operating income increased 13% compared with the second quarter of 2014 after adjusting for the following items as noted in Schedule 5 of the earnings release: stock-based comp; mergers and acquisitions and business optimization; costs associated with the project to transform our technology platform, which is Project Spark; and amortization of intangible assets from our 2012 change in control and amortization of acquired intangible assets after the 2012 change in control.",1
946," 'Adjusted operating margin was down 110 basis points from 14.6% in Q2 2015 to 13.5% in Q2 2016, mainly resulting from higher SG&A to the timing and strategic business investments to establish the framework to efficiently repatriate foreign earnings as well as key market analysis to support strategic growth initiatives.",0
947, 'Adjusted research and development expense of $38.5 million or approximately 5.6% of net revenues compared to $38.1 million in Q2 2012.,0
948," 'Adjusted technology and development expenses were $11.2 million in the quarter, up from $8.5 million in the year ago period.",0
949, 'Adobe Analytics Cloud is foundational to the digital enterprise.,1
950," 'AEP was right about the analysis of the Mercury Rules, and we will continue to be factual and collaborative during the upcoming comment process.",1
951," 'After an extensive market analysis, Financial Times chose to partner with RingCentral to deliver enterprise-grade cloud communication and collaboration solution to over 2,000 of their staff across the globe.",1
952," 'After analyzing the market and working to develop technology for some time, we concluded that a significant opportunity exists to diversify our business and develop a new revenue stream.",1
953," 'After last quarter, one analyst wrote, ""a solid quarter, but  what to do with all that cash?""'",0
954, 'After our Q4 call we received a lot of feedback from analysts and investors on our financial results.,0
955," 'After the patent trial, an appeal board upheld the validity of the primary patent in those cases.",0
956," 'Again, there is a lot of information here, but we’re generally pleased, particularly when we start taking a look at the work that’s developing on the HepaSphere/Quadrasphere product as the study is moving along, and we’re seeing a lot of demand by the way.'",0
957," 'Algomi is an innovative Fintech company that has created a bond information network that enables buy-side and sell-side firms as well as exchanges to harness data to improve financial trading decisions, allowing for greater transparency and artificial intelligence-powered trade facilitation.",1
958," 'ALL has developed a proprietary digital microfluidics technology, which enables the precise manipulation of small droplets within a sealed cartridge, eliminating the pumps, valves and tubes often associated with automated liquid handling.",1
959," 'All in, our rental strategy, including the acquisition of USPraxis and many new-internally-developed machines, puts us in a great position to grow the rental business.",1
960," 'All of our operating units are planning to launch innovative new-mobile-products, built off this new competency.",1
961," 'All of our programs in sales and marketing, new-business-development, manufacturing productivity, human resource development and financial control were reviewed.",1
962," 'All of these countries pool money to fund sustainment, support and new development of Patriot, which keeps our system ready for the evolving threat for years to come.",1
963, 'All of these products have been chosen to allow us the time to develop molecules with fingerprint-like similarity with a goal to indiscernible an interchangeability designation and launch among the first biosimilar for each product.,1
964," 'All of these surveys have been recently completed and we are currently in the process of analyzing the information and developing solutions to improve growth: Having said that, I am pleased to report that our initial analysis of the data confirms that GreenLight is perceived very favorably by both physicians and mobile providers.",1
965, 'All of these technologies are used in a broad range of applications.,1
966," 'All other mirror products and technologies continue to result in new awarded business and development and launch now our interior auto-dimming mirrors with new frameless designs, lighting applications with new optoelectronics, new digital microphones, many different displays and new sizes with faster processing and increased graphics capabilities, new wireless control systems that send and receive signals from garage doors, gates, lights, locks and security systems.",1
967, 'All that being said it does appear that our near-term development efforts may be effected by the turmoil in the credit markets as well as general economic conditions.,0
968," 'All the research and statistics say we are offering better food, better service, and they like our remodels, so what we need to do is add a much more value proposition to the brand and one that is every day part of the brand.'",1
969," 'All the top four credit card companies and the top three insurance companies for analytics, risk management and enterprise data warehousing.",1
970, 'All these effects continue to highlight our global leadership in ground training and the advances we are making in providing advanced LVC training environments and real-time performance feedback and data analytics in a training context.,1
971," 'All this innovation was delivered as part of our most recent release, Workday 24.",1
972, 'All this is important because eptinezumab administered during a single 30-minute in-office IV procedure is part of an exciting new class of anti-CGRP therapies in clinical development.,1
973," 'All together, our innovative services and outreach programs help us find patients with HAE, build strong relationship with them and provide Dyax feedback on how best to continue to meet their needs.",1
974," 'All told, excluding the non-cash charges relating to the consolidation of Celldex, stock-based compensation, impairment loss on investments in partners, acquisition of in-process technology and the gain reported on the sale of Genmab stock, we reported a non-GAAP net loss of approximately $141.1 million, or a loss of $1.11 per share.",1
975," 'All Wellness Ambassadors are specially trained to provide customers with information on over-the-counter medications and vitamins and supplements, and equipped with special iPad technology to assist customers in making decisions based on their individual symptoms and needs.",1
